country_id,year,sitc_eci,hs_eci,growth_proj,sitc_eci_rank,hs_eci_rank
450,1987,,0,,,72
454,1987,,0,,,72
458,1987,,0,,,72
466,1987,,0,,,72
478,1987,,0,,,72
480,1987,,0,,,72
484,1987,,0,,,72
496,1987,,0,,,72
498,1987,,0,,,72
504,1987,,0,,,72
508,1987,,0,,,72
512,1987,,0,,,72
516,1987,,0,,,72
524,1987,,0,,,72
528,1987,,0,,,72
554,1987,,0,,,72
558,1987,,0,,,72
562,1987,,0,,,72
566,1987,,0,,,72
578,1987,,0,,,72
586,1987,,0,,,72
591,1987,,0,,,72
598,1987,,0,,,72
600,1987,,0,,,72
604,1987,,0,,,72
608,1987,,0,,,72
616,1987,,0,,,72
620,1987,,0,,,72
634,1987,,0,,,72
642,1987,,0,,,72
643,1987,,0,,,72
646,1987,,0,,,72
682,1987,,0,,,72
686,1987,,0,,,72
688,1987,,0,,,72
702,1987,,0,,,72
703,1987,,0,,,72
704,1987,,0,,,72
705,1987,,0,,,72
710,1987,,0,,,72
716,1987,,0,,,72
724,1987,,0,,,72
729,1987,,0,,,72
748,1987,,0,,,72
752,1987,,0,,,72
756,1987,,0,,,72
762,1987,,0,,,72
764,1987,,0,,,72
768,1987,,0,,,72
780,1987,,0,,,72
784,1987,,0,,,72
788,1987,,0,,,72
792,1987,,0,,,72
795,1987,,0,,,72
800,1987,,0,,,72
804,1987,,0,,,72
807,1987,,0,,,72
818,1987,,0,,,72
826,1987,,0,,,72
834,1987,,0,,,72
840,1987,,0,,,72
854,1987,,0,,,72
858,1987,,0,,,72
